incident_id,participant_id,ndis_number,dob,incident_date,incident_time,notification_date,location,address,incident_type,subcategory,severity,reportable,carer_id,description,immediate_action,actions_taken,contributing_factors,reported_by,injury_type,injury_severity,treatment_required,medical_attention_required,medical_treatment_type,medical_outcome,notification_time_frame
INC0470,P008,4908285236,1967-07-16,2024-09-25,02:15,2024-09-26,Bus stop,"578 Anderson Union Suite 012, Parramatta, NSW 2150",Transport Incident,Unsafe driver behavior,High,True,C9814,Participant's safety restraint was not properly secured.,Safety of all occupants assessed.,Driver credentials verified and retraining issued.,Failure to use or check safety equipment,Jon Clark,Deep wounds,High,True,False,,,24 hours
INC0471,P072,4720679233,1971-05-19,2025-04-04,12:43,2025-04-04,Respite Care Facility,"393 Reynolds Flats, Newcastle, NSW 2300",Service Complaint,Delays,Low,False,C2998,Guardian raised concern about staff delay in morning care.,Internal investigation process initiated.,Policies and procedures on complaints management reviewed.,Systemic issues with service delivery,Jeffrey Bryant,,,False,False,,,7 days
INC0472,P054,1241255145,1979-12-06,2025-08-30,06:18,2025-08-30,Respite Care Facility,"989 Michael Groves, Penrith, NSW 2750",Self-Harm / Suicide,Threats to self,Critical,True,C4993,Staff found participant in a potentially dangerous situation with intent to self-harm.,NDIS Commission notified immediately.,Increased monitoring and supervision plan implemented.,Mental health episode triggered by news,Tiffany Coleman,,,False,False,,,24 hours
INC0473,P096,4151234763,1980-02-07,2024-11-01,09:56,2024-11-08,Supported Independent Living (SIL) Home,"78736 Taylor Passage, Wollongong, NSW 2500",Unethical Staff Behaviour,Breach of duty of care,High,True,C5166,Staff member deliberately ignored a participant's request for support.,Review of access to sensitive information and documentation.,Policies and procedures on code of conduct and ethics reinforced.,Policies not being enforced,Kim Martinez,Severe head injury,High,False,False,,,24 hours
INC0474,P082,6075386712,1960-08-19,2025-01-12,07:11,2025-01-12,Participant's residence - Bedroom,"94598 Kelly Valleys, Sydney, NSW 2000",Equipment Failure,Hoist malfunction,Medium,True,C2776,Participant's adaptive equipment broke.,Internal incident report commenced.,Development of backup plans for critical equipment.,Budget constraints impacting equipment replacement,Jessica Brock,Sprains,Medium,True,False,,,5 business days
INC0475,P093,8729887777,1974-05-03,2025-05-11,17:36,2025-05-16,Therapy Room,"10850 Bailey Manor, Liverpool, NSW 2170",Financial Misconduct / Error,Unauthorised transactions,Medium,True,C4912,Guardian identified discrepancies in billing statements.,Staff involved placed on administrative leave pending investigation.,Review of financial oversight and auditing processes.,Errors in data entry or processing,Justin Taylor,,,False,False,,,5 business days
INC0476,P055,9185773976,2004-02-26,2025-01-01,12:36,2025-01-01,Supported Independent Living (SIL) Home,"157 Richardson Turnpike Apt. 055, Penrith, NSW 2750",Sexual Misconduct,Exhibitionism,High,True,C2681,Incident involving sexually suggestive behaviour towards a participant.,Participant provided with immediate support and reassurance.,Review of supervision protocols in private and communal areas.,Previous complaints not adequately addressed,Bill Benitez,Concussion,High,False,False,,,24 hours
INC0477,P068,6508842419,1997-08-05,2025-06-03,07:28,2025-06-03,Participant's residence - Staff office,"0083 Edwin Tunnel, Chatswood, NSW 2067",Self-Harm / Suicide,Threats to self,Critical,True,C7036,Staff found participant in a potentially dangerous situation with intent to self-harm.,Safety of participant ensured.,Formal report submitted to NDIS Commission.,Recent family conflict,Nicholas Bird,Multiple fractures,Critical,True,False,,,24 hours
INC0478,P019,2637950167,1991-09-03,2024-10-06,13:32,2024-10-07,Participant's residence - Bathroom,"2016 Laura Road Suite 899, Chatswood, NSW 2067",Verbal Abuse / Argument,Participant-to-participant or staff,Low,False,C6676,Threatening language used by a visitor towards staff.,Safety of all individuals ensured.,Development of communication strategies for participants.,Underlying behavioural issues,Chris Wells,,,False,False,,,7 days
INC0479,P033,3502444656,1989-03-03,2024-10-19,00:38,2024-10-19,Participant's residence - Communal area,"45772 Jeanne Stravenue Apt. 435, Parramatta, NSW 2150",Medical Incident (Non-Injury),Overheating,Medium,True,C8653,Sudden onset of dizziness and nausea reported by participant.,Participant monitored closely for changes in condition.,Follow-up appointments scheduled with medical professionals.,Staff not recognizing warning signs,Daniel Thomas,,,False,False,,,5 business days
INC0480,P049,4703268723,1980-03-18,2024-09-22,19:52,2024-09-22,Participant's residence - Staff office,"8568 Shah Crest Suite 674, Chatswood, NSW 2067",Service Complaint,Staff rudeness,Low,False,C3312,Participant reported that meal times were inconsistent.,Internal investigation process initiated.,Formal response provided to the complainant.,Unprofessional communication,Dr. Jessica Barr,Minor cuts,Low,True,True,GP Consultation,Permanent impairment,7 days
INC0481,P071,6777339499,1989-09-19,2025-04-01,09:17,2025-04-02,Office/Administrative Area,"8922 Jessica Freeway Suite 341, Sydney, NSW 2000",Infectious Disease Exposure,Gastroenteritis,High,True,C3102,Participant tested positive for COVID after symptoms began.,Communication with public health authorities.,Vaccination status and protocols reviewed.,Delay in testing or diagnosis,Shannon Fisher,,,False,False,,,24 hours
INC0482,P029,3200395420,1999-07-28,2025-04-01,09:15,2025-04-01,Participant's residence - Activity room,"93143 Sweeney Spur, Parramatta, NSW 2150",Abuse or Neglect,Physical,High,True,C5185,Participant disclosed that another resident had pushed them during a meal.,Staff involved placed on administrative leave pending investigation.,Mandatory reporting completed with support from compliance officer.,Lack of proper supervision,Hailey Edwards MD,,,False,False,,,24 hours
INC0483,P064,5295841861,2007-07-13,2025-09-02,05:36,2025-09-02,Healthcare Facility (Hospital/Clinic),"815 Cynthia Avenue, Newcastle, NSW 2300",Self-Harm / Suicide,Suicide attempts,High,True,C4661,Incident involving ligature use.,Safety of participant ensured.,Positive Behaviour Support Plan reviewed and updated.,Previous history of self-harm,Michael Ayers,,,False,False,,,24 hours
INC0484,P018,5524271134,1966-07-22,2025-04-19,00:59,2025-04-21,Day Program Center,"23782 Mark Dale Apt. 091, Penrith, NSW 2750",Near Miss,Medication nearly administered incorrectly,Low,False,C3794,Participant almost accessed an unsupervised area with known risks.,Policies and procedures related to the near miss reviewed.,Formal report to NDIS Commission if reportable (based on potential outcome).,Trip hazard not removed,Leah Grant,,,False,False,,,7 days
INC0485,P082,6075386712,1960-08-19,2024-12-31,02:16,2024-12-31,Supported Independent Living (SIL) Home,"4832 Robinson Port, Campbelltown, NSW 2560",Medical Incident (Non-Injury),Overheating,Medium,True,C7736,Participant displayed signs of overheating during outdoor activity.,Participant monitored closely for changes in condition.,Medical plan updated; incident discussed with GP.,Environmental temperature,Rachael Obrien,Lacerations,Medium,False,False,,,5 business days
INC0486,P063,8858847610,1977-02-03,2024-10-12,00:05,2024-10-13,Participant's residence - Outdoor area,"63650 Susan Center, Blacktown, NSW 2148",Medical Incident (Non-Injury),Seizure,Medium,True,C1111,Participant experienced difficulty breathing.,Internal incident report commenced.,Formal report to NDIS Commission if reportable.,Monitoring equipment malfunction,Bridget Martin,Sprains,Medium,True,True,Medication,Ongoing treatment,5 business days
INC0487,P054,1241255145,1979-12-06,2025-05-07,07:15,2025-05-14,Participant's residence - Staff office,"472 Wilson Tunnel Apt. 541, Bondi, NSW 2026",Financial Misconduct / Error,Misuse of funds,Medium,True,C1313,Error in NDIS claim submission resulting in incorrect payment.,Finance team notified and account frozen temporarily.,Quality improvement process initiated for financial management.,Complexity of NDIS funding rules,Renee Waller,,,False,False,,,5 business days
INC0488,P080,4514440233,1986-07-28,2024-12-29,02:18,2024-12-29,Respite Care Facility,"697 King Village Apt. 376, Liverpool, NSW 2170",Abuse or Neglect,Financial,High,True,C2656,Participant reported feeling scared after staff member yelled at them.,Report made to police and safeguarding officer.,Mandatory reporting completed with support from compliance officer.,Staffing shortage during incident,Keith Barker,,,False,False,,,24 hours
INC0489,P089,9108498670,1985-07-10,2025-01-13,14:30,2025-01-13,Therapy Room,"765 Washington Place, Blacktown, NSW 2148",Self-Harm / Suicide,Suicide attempts,Critical,True,C3531,Incident involving ligature use.,Environment made safe by removing potential hazards.,Collaboration with mental health professionals and medical team.,Social isolation,Hannah Weber,,,False,False,,,24 hours
INC0490,P036,7336246884,1990-01-18,2024-11-22,00:14,2024-11-23,Participant's residence - Kitchen,"94041 Maldonado Centers, Campbelltown, NSW 2560",Self-Harm / Suicide,Threats to self,High,True,C6318,Participant deliberately ingested a harmful substance.,Emergency services contacted if required.,Development of a crisis management plan.,Stress or anxiety,Zachary Thompson,Multiple fractures,High,True,False,,,24 hours
INC0491,P058,1227552147,1982-06-26,2025-01-07,10:24,2025-01-07,Supported Independent Living (SIL) Home,"27247 Mccann Green Apt. 529, Bondi, NSW 2026",Death,Unexpected,Critical,True,C3120,Participant was discovered deceased by support staff.,Family and GP notified; room secured pending formal procedures.,Internal review of incident circumstances completed.,Delayed emergency response,Michael Jenkins MD,,,False,False,,,24 hours
INC0492,P056,3190706864,1971-03-02,2025-06-05,21:15,2025-06-06,Participant's residence - Activity room,"96918 Moore Row, Sydney, NSW 2000",Near Miss,Door not secured,Low,False,C8150,Staff member almost administered medication to the wrong participant.,Immediate steps taken to prevent recurrence.,Risk assessment reviewed and updated.,Inadequate training on procedures,Melanie Mclaughlin,,,False,False,,,7 days
INC0493,P082,6075386712,1960-08-19,2025-01-30,05:54,2025-01-30,Participant's residence - Communal area,"120 Tyler Wall Apt. 080, Penrith, NSW 2750",Environmental Hazard,Fire alarm,Medium,True,C9288,Uncovered power outlet discovered in common room.,Guardian/family notified if participant safety was compromised.,Policies and procedures on chemical storage and handling reinforced.,Staff not following safety protocols,Kristine Rivera,,,False,False,,,5 business days
INC0494,P072,4720679233,1971-05-19,2025-08-12,10:16,2025-08-12,Supported Independent Living (SIL) Home,"258 Bailey Lake, Newcastle, NSW 2300",Financial Misconduct / Error,Billing error,Medium,True,C6662,Error in NDIS claim submission resulting in incorrect payment.,All relevant financial records secured.,Legal advice sought if necessary.,Inadequate segregation of duties,Nicole Sutton,,,False,False,,,5 business days
INC0495,P017,1419842311,1972-04-15,2025-01-22,10:53,2025-01-22,Participant's residence - Hallway,"6531 Manning Walks, Penrith, NSW 2750",Verbal Abuse / Argument,Threatening language,Low,False,C8294,Staff member was verbally abused by a participant.,Staff involved supported and debriefed.,Formal report to NDIS Commission if reportable.,Previous unresolved disputes,Brian Moreno,Bruising,Low,False,False,,,7 days
INC0496,P026,2248872181,1985-04-18,2025-02-22,09:11,2025-02-23,Nearby cafe,"42859 Cobb Squares, Wollongong, NSW 2500",Missing Person / Unexplained Absence,Wandering from facility,High,True,C7445,Staff lost sight of participant during a shopping trip.,Review of site security and exit points conducted.,Environmental audit to identify potential elopement risks.,Lack of visual monitoring in outdoor area,Donna Barnes,Internal bleeding,High,True,True,First Aid,,24 hours
INC0497,P070,8210928896,1991-08-24,2024-11-13,09:51,2024-11-13,Day Program Center,"15600 Leon Drive, Chatswood, NSW 2067",Self-Harm / Suicide,Suicide attempts,Critical,True,C4886,Incident involving ligature use.,Safety of participant ensured.,Staff training on recognising warning signs of self-harm and suicide risk.,Mental health episode triggered by news,Lori Jones,Severe head injury,Critical,False,False,,,24 hours
INC0498,P053,9502142898,1966-02-26,2025-04-23,13:20,2025-04-23,Respite Care Facility,"44894 Stafford Prairie Suite 488, Wollongong, NSW 2500",Self-Harm / Suicide,Suicide attempts,Critical,True,C2562,Participant attempted to harm themselves using a sharp object.,Participant placed on 1:1 support for the evening. Mental health team alerted.,Discussion with family/guardian about ongoing support.,Recent family conflict,Tyler Wade,,,False,False,,,24 hours
INC0499,P014,5057888147,1990-07-04,2024-10-22,17:00,2024-10-22,Participant's residence - Kitchen,"346 Jessica Road Suite 815, Blacktown, NSW 2148",Self-Harm / Suicide,Suicide attempts,Critical,True,C3643,Report received of participant hoarding medication.,Internal incident report commenced.,Collaboration with mental health professionals and medical team.,Social isolation,David York,Death,Critical,True,False,,,24 hours
INC0500,P010,3695635535,1997-02-15,2025-04-30,01:29,2025-04-30,Supported Independent Living (SIL) Home,"008 Carroll Drive, Liverpool, NSW 2170",Self-Harm / Suicide,Threats to self,High,True,C8550,Staff found participant in a potentially dangerous situation with intent to self-harm.,Environment made safe by removing potential hazards.,Collaboration with mental health professionals and medical team.,Previous history of self-harm,Timothy Hansen,Multiple fractures,High,True,False,,,24 hours
INC0501,P027,3005974357,1978-10-23,2024-09-09,05:53,2024-09-11,Day Program Center,"2943 Fuentes Mews Suite 481, Bondi, NSW 2026",Near Miss,Medication nearly administered incorrectly,Low,False,C5973,Wrong medication label caught before administration.,Relevant staff debriefed.,Communication with staff about vigilance and safety culture.,Staff distraction or rushing,Keith Anderson,,,False,False,,,7 days
INC0502,P013,2147465649,1994-03-21,2025-05-08,00:26,2025-05-08,Participant's residence - Kitchen,"874 Kristina Meadows, Liverpool, NSW 2170",Behavioural Incident,Intimidation,Medium,True,C8386,Participant caused significant disruption to a planned outing.,Internal incident report completed.,Staff training on behaviour support strategies and de-escalation.,"Environmental stressors (noise, crowds)",John Holmes,,,False,False,,,5 business days
INC0503,P082,6075386712,1960-08-19,2024-10-06,14:25,2024-10-06,Day Program Center,"057 Stewart Mews Apt. 120, Wollongong, NSW 2500",Near Miss,Door not secured,Low,False,C1349,Equipment was found to be faulty before use.,Internal incident report commenced.,Environmental changes made to reduce identified risks.,Inadequate training on procedures,Eric Ford,,,False,False,,,7 days
INC0504,P046,4812789264,2001-08-24,2025-03-18,13:33,2025-03-23,Participant's residence - Kitchen,"08819 Elliott Ports, Campbelltown, NSW 2560",Near Miss,Medication nearly administered incorrectly,Low,False,C6947,Wrong medication label caught before administration.,Relevant staff debriefed.,Risk assessment reviewed and updated.,Inadequate training on procedures,Laura Mcgrath,,,False,False,,,7 days
INC0505,P086,5003933112,1964-04-04,2025-05-27,14:44,2025-05-27,Participant's residence - Kitchen,"996 Anthony Ways Suite 516, Parramatta, NSW 2150",Assault (Unlawful Contact),"Physical assault (hitting, kicking)",High,True,C1839,Incident involving inappropriate touch between participants reported by staff.,NDIS Commission notified if reportable.,NDIS notification completed and follow-up support arranged.,Underlying behavioural issues of participants,Darin Hernandez,Fractures,High,True,True,Hospital Visit,Full recovery,24 hours
INC0506,P006,5286448720,1981-08-11,2025-01-30,19:59,2025-01-30,Participant's residence - Dining area,"59601 Carpenter Port, Blacktown, NSW 2148",Death,Hospital-related,Critical,True,C4341,Participant passed away unexpectedly at home during the night.,Family and GP notified; room secured pending formal procedures.,Internal review of incident circumstances completed.,Recent hospitalization,Eugene Howard,,,False,False,,,24 hours
INC0507,P027,3005974357,1978-10-23,2025-07-14,00:54,2025-07-14,Participant's residence - Outdoor area,"2814 Jillian Dale Apt. 737, Chatswood, NSW 2067",Self-Harm / Suicide,Suicide attempts,Critical,True,C5831,"Participant was found in their room with superficial scratches on their arms, caused by a paperclip.",Support provided to the participant.,Quality improvement process initiated related to mental health support.,Stress or anxiety,Ruben Lee,,,False,False,,,24 hours
INC0508,P075,2019210712,1976-01-19,2025-01-05,10:13,2025-01-09,Participant's residence - Staff office,"6327 Lopez Manor, Wollongong, NSW 2500",Self-Harm / Suicide,Suicide attempts,Critical,True,C4660,Participant made verbal threats to end their life.,Risk assessment of the situation completed urgently.,Counselling and therapeutic support provided to the participant.,Previous history of self-harm,Jessica Houston,,,False,False,,,24 hours
INC0509,P095,6168363312,1994-05-17,2025-03-26,00:16,2025-03-27,Day Program Center,"817 Robert Plains, Bondi, NSW 2026",Death,Hospital-related,Critical,True,C1704,Medical professional certified death at the residence.,Family and GP notified; room secured pending formal procedures.,Post-incident debrief conducted and emotional support offered to staff.,Communication breakdown during handover,Ariana Williams,Death,Critical,True,True,Surgery,Full recovery,24 hours
INC0510,P024,5110339253,1990-05-14,2025-03-03,01:03,2025-03-03,Participant's residence - Hallway,"4652 Simon Bridge Apt. 215, Sydney, NSW 2000",Environmental Hazard,Flooding,Medium,True,C8380,Uncovered power outlet discovered in common room.,Internal incident report commenced.,Environment hazard checklist reviewed weekly.,Fire drill procedures unclear,Nicholas Martin,,,False,False,,,5 business days
INC0511,P004,9936291430,1993-11-02,2025-01-13,11:28,2025-01-13,Day Program Center,"435 John Drive, Chatswood, NSW 2067",Service Complaint,Staff rudeness,Low,False,C7097,Participant felt their concerns were not being listened to.,Relevant staff members involved in the discussion.,Staff schedule adjusted for consistency.,Staff fatigue or low morale,Garrett West,,,False,False,,,7 days
INC0512,P015,5263729128,2001-09-27,2025-08-11,14:41,2025-08-12,Participant's residence - Bathroom,"4126 Cox Center Apt. 985, Blacktown, NSW 2148",Death,Hospital-related,Critical,True,C3189,Participant was found unresponsive during the morning wellness check. Emergency services were contacted immediately.,Support staff followed emergency protocol and contacted emergency services and the on-call nurse.,Policies and procedures regarding death in service reviewed.,Recent hospitalization,Andrew Cole,,,False,False,,,24 hours
INC0513,P094,7281801478,1994-10-04,2025-05-12,22:35,2025-05-12,Participant's residence - Dining area,"19189 Whitehead Shores Apt. 919, Campbelltown, NSW 2560",Abuse or Neglect,Neglect of care,High,True,C9635,Participant disclosed that another resident had pushed them during a meal.,NDIS Commission notified as per mandatory reporting.,Support staff training on safeguarding and mandatory reporting reinforced.,Lack of proper supervision,Aaron Wiley,Severe head injury,High,True,True,First Aid,,24 hours
INC0514,P088,8037889557,1990-03-20,2025-06-19,23:05,2025-06-20,Healthcare Facility (Hospital/Clinic),"85119 Keith Overpass Apt. 043, Newcastle, NSW 2300",Self-Harm / Suicide,Cutting,Critical,True,C4854,Participant engaged in headbanging causing injury.,First aid administered. Guardian and psychologist contacted.,Collaboration with mental health professionals and medical team.,Changes in routine or environment,Charles Perkins,Internal bleeding,Critical,True,False,,,24 hours
INC0515,P051,8350878635,1976-05-30,2025-04-05,19:08,2025-04-06,Office/Administrative Area,"4115 Justin Shoal, Parramatta, NSW 2150",Financial Misconduct / Error,Theft,Medium,True,C4747,Receipts for purchases did not match the participant's plan.,Participant and guardian informed.,Policies on managing participant funds updated and reinforced.,Authorisation process bypassed,Danielle Kelley,,,False,False,,,5 business days
INC0516,P016,5058285476,1994-08-02,2025-02-23,22:04,2025-02-26,Participant's residence - Hallway,"3851 Tara Fort Apt. 470, Chatswood, NSW 2067",Equipment Failure,Wheelchair breakdown,Medium,True,C5642,Participant's adaptive equipment broke.,Equipment decommissioned and backup accessed.,Staff reminded to complete pre-use checks.,Budget constraints impacting equipment replacement,Mallory Hartman,,,False,False,,,5 business days
INC0517,P006,5286448720,1981-08-11,2025-07-09,17:03,2025-07-09,Office/Administrative Area,"65432 Quinn Ville Suite 372, Penrith, NSW 2750",Serious Injury,Burns,High,True,C1964,Participant fell down stairs and lost consciousness.,Emergency services contacted.,Quality improvement process initiated based on incident analysis.,Wet floor not clearly marked,Stephanie Mccullough,Severe head injury,High,True,False,,,24 hours
INC0518,P053,9502142898,1966-02-26,2025-05-06,22:55,2025-05-07,Participant's residence - Outdoor area,"0305 Arroyo Drives, Liverpool, NSW 2170",Neglect (Expanded),Lack of supervision,High,True,C2225,"Bedding was not changed, causing discomfort and potential infection risk.",Immediate provision of food and water.,All support staff rebriefed on duty-of-care requirements.,Care plan not followed for hygiene support,Joyce Thomas,,,False,False,,,24 hours
INC0519,P019,2637950167,1991-09-03,2025-08-28,05:15,2025-08-28,Office/Administrative Area,"939 Melvin Valley Apt. 990, Parramatta, NSW 2150",Service Complaint,Inaccessible services,Low,False,C5645,Participant felt their concerns were not being listened to.,Participant offered restorative discussion.,Staff training on person-centred care and communication.,Staff fatigue or low morale,Jimmy Garcia,,,False,False,,,7 days
INC0520,P033,3502444656,1989-03-03,2024-09-29,23:21,2024-09-29,Healthcare Facility (Hospital/Clinic),"030 Bryant Rapid, Parramatta, NSW 2150",Verbal Abuse / Argument,Hostile disagreements,Low,False,C1339,Argument between staff members occurred in front of participants.,Staff involved supported and debriefed.,Discussion with all participants about respectful communication.,Previous unresolved disputes,Mary Brewer,,,False,False,,,7 days
INC0521,P098,4734910788,1974-04-09,2025-05-05,14:40,2025-05-05,Participant's residence - Bedroom,"69060 Padilla Radial Apt. 225, Sydney, NSW 2000",Near Miss,Door not secured,Low,False,C3975,Wrong medication label caught before administration.,Guardian/family notified if there was a potential risk.,Quality improvement process initiated based on near miss data.,Environmental design flaws,Justin Grimes,,,False,False,,,7 days
INC0522,P014,5057888147,1990-07-04,2025-05-01,04:20,2025-05-02,Participant's residence - Bathroom,"16111 Cole Mountain, Bondi, NSW 2026",Service Complaint,Inaccessible services,Low,False,C9456,Complaint received about lack of weekend engagement activities.,Internal investigation process initiated.,Changes made to service delivery processes based on feedback.,Staff fatigue or low morale,Jeffrey Ferguson,,,False,False,,,7 days
INC0523,P038,9511662391,1962-05-19,2024-10-13,01:43,2024-10-13,Participant's residence - Kitchen,"32131 Freeman Walk, Penrith, NSW 2750",Self-Harm / Suicide,Suicide attempts,High,True,C7385,Participant expressed suicidal thoughts during a support conversation.,First aid administered. Guardian and psychologist contacted.,Discussion with family/guardian about ongoing support.,Underlying mental health condition,Daniel Baker,Concussion,High,False,False,,,24 hours
INC0524,P061,5399558626,1984-05-22,2025-08-04,13:52,2025-08-04,Participant's residence - Outdoor area,"32533 Charles Islands Suite 674, Wollongong, NSW 2500",Service Complaint,Poor care quality,Low,False,C7982,Services were not delivered as outlined in the support plan.,Complaint acknowledged and investigated internally.,Communication with the participant and guardian improved.,Delayed response to service request,Kenneth Morgan,Bruising,Low,False,False,,,7 days
INC0525,P099,1527838445,1994-12-03,2024-12-25,06:44,2024-12-25,Respite Care Facility,"01673 Davenport Causeway, Bondi, NSW 2026",Financial Misconduct / Error,Misuse of funds,Medium,True,C8434,Support worker reported duplicate invoice payments.,Participant and guardian informed.,Policy on spending reviewed with all staff.,Participant vulnerability to financial exploitation,Allen Freeman,,,False,False,,,5 business days
INC0526,P018,5524271134,1966-07-22,2025-05-31,07:55,2025-05-31,Office/Administrative Area,"0487 Julia Mission, Chatswood, NSW 2067",Medical Incident (Non-Injury),Allergic reaction,Medium,True,C2653,Participant experienced difficulty breathing.,Support provided to the participant.,Environmental factors contributing to the incident addressed.,Inadequate monitoring as per care plan,Erik Brown,,,False,False,,,5 business days
INC0527,P097,2798248518,1985-01-09,2025-04-13,05:56,2025-04-13,Therapy Room,"95385 Alexander Land Apt. 272, Parramatta, NSW 2150",Financial Misconduct / Error,Theft,Medium,True,C7351,Guardian identified discrepancies in billing statements.,Support offered to the participant regarding financial matters.,Incident referred to police and compliance officer.,Authorisation process bypassed,Jamie Perez,Sprains,Medium,True,False,,,5 business days
INC0528,P094,7281801478,1994-10-04,2025-07-18,21:21,2025-07-19,Office/Administrative Area,"8036 Christopher Heights Apt. 489, Penrith, NSW 2750",Financial Misconduct / Error,Misuse of funds,Medium,True,C7202,Error in NDIS claim submission resulting in incorrect payment.,Participant and guardian informed.,Support provided to the participant to manage their finances safely.,Authorisation process bypassed,Zachary Hall,Lacerations,Medium,True,False,,,5 business days
INC0529,P024,5110339253,1990-05-14,2025-07-20,20:10,2025-07-22,Participant's residence - Activity room,"879 Garcia Neck Apt. 897, Wollongong, NSW 2500",Death,Unexpected,Critical,True,C9421,Medical professional certified death at the residence.,Police contacted as per protocol for unexplained death.,Family liaison and support plan initiated.,Delayed emergency response,Amanda Ruiz,Internal bleeding,Critical,False,False,,,24 hours
INC0530,P016,5058285476,1994-08-02,2025-06-01,21:16,2025-06-01,Healthcare Facility (Hospital/Clinic),"282 Wilson Ways Apt. 487, Liverpool, NSW 2170",Self-Harm / Suicide,Suicide attempts,Critical,True,C6356,Participant expressed suicidal thoughts during a support conversation.,Support provided to the participant.,Safety audit of participant’s environment completed.,Social isolation,Kimberly Ferguson,,,False,False,,,24 hours
INC0531,P097,2798248518,1985-01-09,2025-05-26,05:06,2025-05-28,Participant's residence - Dining area,"40879 Burnett Run, Chatswood, NSW 2067",Abuse or Neglect,Neglect of care,High,True,C2996,Complaint received regarding participant being left in soiled clothes.,All relevant documentation and evidence secured.,Participant's support plan reviewed and updated for safety.,Participant vulnerability not adequately addressed,Andrew Davidson,,,False,False,,,24 hours
INC0532,P064,5295841861,2007-07-13,2024-12-21,01:40,2024-12-21,Participant's residence - Dining area,"2236 Lacey Rapids Suite 286, Campbelltown, NSW 2560",Service Complaint,Poor care quality,Low,False,C5402,Complaint received about lack of weekend engagement activities.,Risk assessment of the situation.,Lessons learned shared with all staff.,Lack of understanding of participant's needs,Ryan Estrada,,,False,False,,,7 days
INC0533,P023,5925470246,1976-11-12,2025-04-12,01:02,2025-04-13,Day Program Center,"508 Williams Ramp, Parramatta, NSW 2150",Near Miss,Medication nearly administered incorrectly,Low,False,C7900,Wrong medication label caught before administration.,Clinical lead informed and potential error logged.,Formal report to NDIS Commission if reportable (based on potential outcome).,Communication errors,Robert Wagner,Minor cuts,Low,True,True,Specialist Referral,Full recovery,7 days
INC0534,P046,4812789264,2001-08-24,2025-05-10,14:20,2025-05-11,Liverpool shopping center,"9025 Jeffery Drives, Liverpool, NSW 2170",Missing Person / Unexplained Absence,Wandering from facility,High,True,C5020,Participant was not present for mealtime and could not be located.,Staff involved in last contact debriefed.,Staff training on monitoring and supervision techniques.,Changes in participant's behaviour or routine,Keith Romero,Severe head injury,High,True,True,Monitoring,Full recovery,24 hours
INC0535,P048,2420994284,1973-09-05,2025-02-05,07:31,2025-02-06,Participant's residence - Dining area,"116 Valerie Forges, Parramatta, NSW 2150",Restrictive Practices (Unauthorised),Physical restraint,High,True,C7872,Exit doors were locked from the outside without a valid reason.,Review of participant's behaviour support plan initiated urgently.,Regular follow-up with the participant and behavior practitioner.,Inadequate staffing levels,Courtney Melton,Concussion,High,False,False,,,24 hours
INC0536,P024,5110339253,1990-05-14,2024-10-02,09:57,2024-10-03,Participant's residence - Activity room,"49540 Ruiz Points Suite 573, Bondi, NSW 2026",Near Miss,Medication nearly administered incorrectly,Low,False,C2570,"Fire alarm was activated unintentionally, but no fire occurred.",Immediate steps taken to prevent recurrence.,Staff training on hazard identification and reporting.,Medication tray left unattended,Amy Jones,,,False,False,,,7 days
INC0537,P073,3623339179,1970-05-11,2024-09-07,04:42,2024-09-08,Participant's residence - Hallway,"7308 Ashley Key, Chatswood, NSW 2067",Serious Injury,Fractures,High,True,C9465,Participant fell down stairs and lost consciousness.,Staff involved debriefed.,Investigation into the root cause of the injury.,Equipment malfunction,Christine Gonzalez,,,False,False,,,24 hours
INC0538,P087,1196338847,1965-12-01,2025-07-17,11:06,2025-07-17,Participant's residence - Kitchen,"990 Davis Isle Apt. 666, Liverpool, NSW 2170",Near Miss,Almost tripped,Low,False,C2461,Participant nearly tripped on folded mat near bathroom.,Relevant staff debriefed.,Staff training on hazard identification and reporting.,Sharp object within reach,Nancy Garcia,,,False,False,,,7 days
INC0539,P080,4514440233,1986-07-28,2024-09-17,15:15,2024-09-18,Participant's residence - Bathroom,"870 Duffy Shoals Suite 459, Wollongong, NSW 2500",Death,Unexpected,Critical,True,C8688,"Following a long illness, participant died in hospital.",Support staff followed emergency protocol and contacted emergency services and the on-call nurse.,Formal NDIS report submitted.,Natural causes,Jennifer Hancock,Severe head injury,Critical,False,False,,,24 hours
INC0540,P063,8858847610,1977-02-03,2024-10-02,17:23,2024-10-02,Office/Administrative Area,"87881 Hamilton Road Apt. 174, Penrith, NSW 2750",Death,Unexpected,Critical,True,C2197,Medical professional certified death at the residence.,Family and GP notified; room secured pending formal procedures.,Formal NDIS report submitted.,Complications from existing illness,Colleen Lester,Severe head injury,Critical,False,False,,,24 hours
INC0541,P095,6168363312,1994-05-17,2024-11-30,16:22,2024-11-30,Participant's residence - Bathroom,"4946 Sanchez Parkway Suite 211, Chatswood, NSW 2067",Financial Misconduct / Error,Theft,Medium,True,C1190,Participant’s NDIS prepaid card showed unauthorised purchases.,Police contacted if theft is suspected.,Formal report submitted to the NDIS Commission.,Complexity of NDIS funding rules,Dustin Acevedo,,,False,False,,,5 business days
